Id,Age,Rank,Year,Time,Pace,Sex
7083,40,117,2005,11961,456,1
7084,41,499,2005,14099,538,1
7085,49,491,2005,14074,537,1
7086,35,54,2005,11280,430,1
7087,47,1711,2005,23580,900,0
7088,26,932,2005,15807,603,0
7089,28,1081,2005,16436,627,0
7090,25,1079,2005,16433,627,0
7091,50,534,2005,14202,542,1
7092,38,415,2005,13766,525,1
7093,41,1743,2005,24761,945,0
7094,27,291,2005,13157,502,0
7095,42,1227,2005,17130,653,1
7096,33,1410,2005,18175,693,0
7097,40,1554,2005,19611,748,0
7098,55,1030,2005,16228,619,1
7099,41,1403,2005,18130,691,1
7100,29,987,2005,16046,612,1
7101,39,1094,2012,14660,559,1
7101,32,1417,2005,18232,695,1
7102,40,62,2005,11353,433,1
7103,28,1513,2009,16267,620,0
7103,27,1428,2008,16152,616,0
7103,24,1253,2005,17250,658,0
7103,26,1423,2007,17071,651,0
7103,25,1518,2006,17222,657,0
7104,58,801,2005,15248,581,1
7105,36,824,2005,15352,585,1
7106,50,1224,2005,17120,653,0
7107,45,10,2005,9727,371,1
7108,34,677,2005,14748,562,0
7109,39,2246,2011,16859,643,1
7109,30,856,2005,15479,590,1
7109,35,2278,2015,19186,732,1
7109,42,3494,2014,23416,893,1
7109,35,1620,2008,16776,640,1
7109,31,1896,2009,17307,660,1
7109,34,1650,2006,17723,676,1
7109,60,1789,2006,18354,700,1
7110,48,38,2005,10893,415,1
7111,34,483,2005,14042,535,1
7112,34,1110,2005,16578,632,0
7113,39,1729,2005,23747,906,1
7114,49,666,2005,14696,560,0
7115,42,1630,2013,6702,511,1
7115,34,600,2005,14383,548,1
7116,44,1150,2005,16744,639,1
7117,64,1236,2005,17160,654,1
7118,41,1679,2010,16977,647,0
7118,36,1104,2005,16549,631,0
7118,38,1424,2007,17075,651,0
7118,37,1283,2006,16390,625,0
7119,36,952,2005,15899,606,1
7120,46,372,2005,13555,517,1
7121,42,654,2005,14632,558,1
7121,44,398,2007,13752,524,1
7121,50,1139,2013,6464,493,1
7122,58,887,2005,15647,597,1
7122,67,2768,2014,19555,746,1
7122,58,1068,2006,15640,596,1
7123,36,112,2005,11905,454,0
7124,22,385,2005,13590,518,0
7125,54,340,2005,13420,512,1
7126,45,796,2005,15222,581,1
7127,47,1640,2005,20769,792,0
7128,22,732,2005,14997,572,1
7128,25,708,2008,14131,539,1
7129,52,156,2005,12358,471,1
7130,51,2065,2007,19951,761,0
7130,49,1702,2005,23346,891,0
7131,28,908,2006,15125,577,0
7131,27,1588,2005,20074,766,0
7131,29,505,2007,14119,538,0
7132,47,525,2005,14171,540,1
7133,35,1734,2008,17193,656,0
7133,32,976,2005,16011,611,0
7133,34,1714,2007,18085,690,0
7133,33,794,2006,14675,560,0
7134,22,1389,2005,18050,688,0
7134,23,1295,2006,16446,627,0
7135,45,1058,2005,16344,623,1
7136,39,841,2005,15414,588,1
7137,36,27,2005,10601,404,1
7138,44,1275,2005,17356,662,0
7139,45,1196,2005,16973,647,1
7140,36,1481,2005,18760,716,1
7141,39,435,2005,13861,529,1
7142,61,1019,2005,16175,617,0
7143,41,344,2005,13441,513,1
7144,42,621,2005,14474,552,1
7145,43,1472,2005,18705,713,0
7146,66,1114,2005,16583,632,1
7147,53,1715,2005,23608,901,1
7148,44,119,2005,11989,457,1
7149,23,1122,2005,16628,634,0
7150,50,1733,2005,24105,920,0
7151,48,1002,2005,16123,615,0
7152,63,178,2006,12318,470,1
7152,47,151,2005,12337,470,1
7153,28,1196,2010,15781,602,1
7153,23,1264,2005,17309,660,1
7154,32,1609,2005,20340,776,0
7155,57,474,2005,14017,535,1
7156,35,1012,2005,16153,616,0
7157,39,1560,2005,19699,751,1
7158,56,924,2005,15788,602,1
7159,43,721,2005,14928,569,1
7160,43,2291,2008,19478,743,1
7160,46,3003,2011,19060,727,1
7160,45,2546,2010,20206,771,1
7160,40,1282,2005,17399,664,1
7160,47,3403,2012,20052,765,1
7161,35,595,2005,14358,548,0
7162,46,1459,2005,18568,708,1
7163,41,275,2005,13051,498,1
7163,44,180,2008,12209,466,1
7163,45,1469,2009,16158,616,1
7163,46,1205,2010,15798,602,1
7163,50,1971,2015,17706,675,1
7164,54,149,2005,12328,470,1
7165,42,798,2005,15236,581,1
7166,37,1086,2005,16450,627,1
7167,37,334,2005,13401,511,1
7168,45,532,2005,14199,541,1
7169,22,170,2005,12475,476,0
7170,40,1305,2005,17511,668,1
7171,33,1632,2005,20662,788,0
7172,31,637,2005,14569,556,1
7173,31,424,2005,13795,526,1
7173,36,289,2010,13028,497,1
7174,31,792,2005,15208,580,0
7175,45,49,2005,11175,426,1
7175,46,84,2006,11430,436,1
7176,35,778,2005,15160,578,0
7177,34,1734,2005,24270,926,0
7178,51,1671,2012,15753,601,1
7178,44,1220,2005,17081,651,1
7178,53,1442,2014,16137,615,1
7178,48,1609,2009,16534,631,1
7178,45,1399,2006,16797,641,1
7178,47,1539,2008,16505,629,1
7178,50,1564,2011,15347,585,1
7178,46,1383,2007,16971,647,1
7179,55,1464,2005,18603,710,1
7180,57,746,2005,15026,573,1
7181,44,87,2005,11628,443,1
7182,25,1164,2007,16263,620,0
7182,23,1171,2005,16854,643,0
7183,68,2314,2007,21928,836,1
7183,67,2063,2006,20021,764,1
7183,66,1426,2005,18301,698,1
7184,40,742,2005,15011,572,1
7185,30,1565,2005,19743,753,0
7186,30,1501,2005,18886,720,0
7187,27,480,2005,14038,535,0
7188,31,691,2005,14794,564,0
7189,49,640,2006,14206,542,1
7189,48,470,2005,13997,534,1
7190,28,603,2006,14030,535,0
7190,27,638,2005,14570,556,0
7190,29,769,2007,15113,576,0
7191,37,159,2005,12388,472,1
7192,47,503,2005,14108,538,1
7193,31,1184,2005,16924,645,1
7194,48,1720,2005,23641,902,1
7195,59,1742,2005,24706,942,1
7196,30,1332,2005,17688,675,1
7197,44,1607,2005,20323,775,1
7198,40,859,2005,15498,591,1
7198,40,1190,2006,16081,613,1
7199,25,165,2005,12426,474,1
7200,38,1089,2005,16471,628,1
7200,39,1560,2006,17393,663,1
7201,57,1503,2005,18927,722,0
7202,33,928,2005,15801,603,1
7203,77,2677,2009,22125,844,1
7203,75,2270,2007,21513,821,1
7203,73,1587,2005,20072,766,1
7203,76,2493,2008,21109,805,1
7204,47,1450,2005,18501,706,1
7205,49,871,2005,15556,593,0
7206,42,2067,2006,20065,765,1
7207,58,2183,2006,20890,797,1
7208,27,1658,2006,17752,677,0
7209,45,1029,2010,15357,586,1
7209,41,1377,2006,16729,638,1
7209,46,798,2011,13775,525,1
7209,44,1222,2009,15441,589,1
7209,43,1563,2008,16573,632,1
7209,42,1212,2007,16438,627,1
7210,50,858,2006,14929,569,0
7211,35,882,2006,15022,573,0
7212,40,1012,2006,15475,590,1
7213,33,2320,2006,22326,852,1
7214,36,1447,2006,16966,647,1
7215,33,841,2006,14868,567,0
7216,51,35,2006,10493,400,1
7217,42,534,2006,13824,527,1
7218,40,358,2013,5822,444,1
7218,33,1532,2006,17267,659,1
7219,27,1279,2006,16366,624,1
7220,25,1370,2006,16721,638,0
7221,31,52,2006,10826,413,1
7221,39,144,2014,12284,468,1
7222,25,1391,2006,16764,639,1
7223,38,722,2006,14429,550,0
7224,47,1856,2006,18829,718,1
7225,27,1495,2006,17157,654,1
7226,35,153,2006,12091,461,1
7227,37,39,2006,10549,402,1
7228,55,1861,2006,18853,719,1
7229,40,109,2006,11711,446,1
7230,24,1834,2007,18674,712,0
7230,28,1350,2006,16658,635,0
7231,29,827,2006,14828,565,1
7232,40,294,2006,12863,490,1
7233,34,1069,2006,15643,597,0
7234,49,1054,2006,15584,594,0
7235,47,1235,2006,16230,619,1
7236,43,1821,2006,18591,709,0
7237,31,422,2006,13391,511,1
7238,22,1368,2006,16716,638,1
7239,31,2276,2006,21808,832,0
7240,48,1473,2006,17050,650,0
7241,56,870,2006,14953,570,1
7242,17,2053,2006,19939,761,0
7243,22,1847,2006,18782,716,1
7244,30,1593,2006,17504,668,0
7245,23,1608,2006,17555,670,1
7246,54,2134,2006,20502,782,1
7247,40,1894,2006,19014,725,1
7248,35,19,2006,9939,379,1
7249,35,877,2006,14999,572,1
7250,66,1665,2006,17784,678,1
7250,72,2876,2011,18555,708,1
7250,71,2164,2010,18396,702,1
7250,70,2200,2009,18477,705,1
7250,73,3317,2012,19697,751,1
7251,25,1207,2006,16135,615,0
7252,40,775,2006,14609,557,1
7253,46,2390,2006,23380,892,0
7254,45,976,2006,15322,584,1
7254,46,436,2007,13889,530,1
7255,48,1740,2006,18061,689,1
7256,27,1581,2006,17449,666,0
7257,45,3130,2011,19666,750,1
7257,25,1125,2006,15872,605,1
7258,38,2217,2006,21221,809,0
7259,34,480,2006,13627,520,1
7260,41,1129,2006,15885,606,1
7261,29,2216,2006,21211,809,0
7262,34,359,2006,13151,501,1
7263,35,110,2006,11713,447,1
7264,44,2019,2006,19798,755,0
7265,40,420,2006,13384,510,1
7266,38,1800,2006,18397,702,1
7267,46,994,2006,15372,586,1
7268,42,1157,2006,15977,609,1
7269,41,111,2006,11720,447,1
7269,42,89,2007,12067,460,1
7270,35,1039,2006,15548,593,0
7271,33,65,2006,11137,425,1
7272,44,781,2006,14627,558,1
7273,33,420,2007,13823,527,1
7273,32,429,2006,13415,512,1
7274,36,1712,2006,17981,686,1
7275,41,531,2007,14218,542,1
7275,40,2193,2006,20996,801,1
7275,42,757,2008,14231,543,1
7275,43,866,2009,14407,549,1
7276,27,2139,2006,20540,783,0
7277,60,528,2006,13806,526,1
7278,37,1086,2006,15724,600,1
7279,33,2207,2006,21080,804,1
7280,30,1350,2006,16658,635,0
7281,35,1632,2006,17645,673,1
7282,28,364,2006,13173,502,0
7283,47,43,2006,10649,406,1
7284,36,1906,2006,19093,728,0
7285,20,2076,2006,20137,768,1
7286,41,1008,2006,15466,590,0
7287,50,1716,2006,17985,686,0
7288,28,821,2006,14798,564,0
7288,34,2180,2012,16735,638,0
7288,33,1070,2011,14275,544,0
7288,32,1559,2010,16660,635,0
7289,59,1273,2013,6539,499,1
7289,38,1084,2013,6433,491,1
7289,35,64,2006,11104,423,1
7289,42,1184,2009,15342,585,1
7289,43,1027,2010,15349,585,1
7290,53,2455,2006,26062,994,1
7291,23,972,2006,15306,584,1
7292,34,1853,2006,18807,717,0
7293,27,2056,2006,19982,762,0
7294,30,2,2006,8383,319,1
7295,38,285,2006,12808,488,0
7296,31,648,2006,14223,542,0
7297,31,902,2006,15076,575,0
7297,32,987,2007,15758,601,0
7298,51,2046,2006,19917,760,0
7299,33,3426,2014,22673,865,1
7299,55,1680,2006,17864,681,1
7300,35,2049,2006,19924,760,0
7301,21,50,2006,10778,411,1
7302,19,2083,2006,20164,769,0
7303,37,511,2006,13741,524,1
7304,27,2273,2006,21770,830,1
7305,22,1612,2006,17568,670,0
7306,22,2367,2006,23054,879,1
7307,42,1283,2006,16390,625,0
7308,25,2266,2006,21711,828,0
7309,41,1723,2006,17992,686,1
7310,17,1541,2006,17292,660,0
7311,44,455,2008,13377,510,1
7311,42,386,2006,13272,506,1
7311,50,252,2015,12727,485,1
7312,22,541,2011,13157,502,0
7312,18,397,2007,13751,524,0
7312,20,400,2009,13090,499,0
7312,17,872,2006,14956,570,0
7313,43,454,2006,13527,516,0
7314,40,1427,2006,16882,644,1
7315,18,2082,2006,20163,769,0
7316,35,2212,2006,21136,806,0
7317,34,868,2006,14950,570,1
7318,22,2338,2006,22560,861,1
7319,42,1026,2006,15510,591,0
7319,42,1030,2006,15524,592,0
7320,25,2125,2006,20448,780,0
7321,34,856,2006,14914,569,1
7322,36,750,2006,14526,554,0
7323,50,793,2006,14674,560,1
7324,34,279,2006,12784,487,0
7325,39,2305,2006,22187,846,0
7326,45,1664,2006,17769,678,1
7327,31,255,2006,12700,484,1
7328,64,1905,2006,19087,728,1
7329,21,2411,2006,23991,915,0
7330,37,2037,2006,19885,758,1
7331,36,1098,2006,15787,602,1
7332,35,1369,2006,16719,638,1
7333,32,1408,2006,16820,641,1
7334,40,1118,2006,15835,604,1
7335,52,1466,2006,17032,650,1
7335,45,2361,2015,19632,749,1
7336,36,1482,2006,17100,652,1
7336,42,2588,2012,17659,674,1
7337,35,887,2006,15036,573,1
7338,29,382,2006,13265,506,1
7339,43,374,2006,13231,505,1
7340,38,1318,2006,16520,630,1
7341,36,475,2006,13616,519,1
7342,20,1316,2006,16515,630,0
7343,39,2015,2006,19773,754,1
7344,30,2178,2006,20848,795,0
7345,32,1136,2006,15911,607,1
7346,23,2195,2006,20998,801,0
7347,34,74,2006,11320,432,1
7348,54,1736,2006,18053,689,1
7349,40,1843,2006,18754,715,0
7350,31,1542,2006,17301,660,1
7351,36,778,2007,15132,577,1
7351,36,1200,2006,16116,615,1
7351,40,1477,2011,15186,579,1
7351,37,1096,2008,15271,582,1
7351,38,1134,2009,15210,580,1
7351,41,1808,2012,16006,610,1
7352,31,860,2006,14933,569,1
7353,22,2275,2006,21804,832,0
7354,45,513,2006,13746,524,1
7355,25,725,2006,14454,551,1
7356,36,542,2006,13848,528,1
7357,30,1902,2006,19063,727,1
7357,31,2077,2007,20023,764,1
7358,28,711,2006,14413,550,0
7359,40,1415,2006,16830,642,1
7360,48,1986,2006,19563,746,0
7361,27,923,2006,15173,579,0
7362,36,1439,2006,16922,645,0
7363,53,897,2006,15069,575,1
7364,29,2328,2006,22460,857,0
7365,41,948,2006,15246,581,0
7366,37,1614,2006,17579,670,1
7367,45,1406,2006,16814,641,1
7367,52,1539,2013,6651,507,1
7368,36,1783,2006,18323,699,1
7369,36,92,2006,11573,441,0
7370,64,2110,2006,20340,776,1
7371,44,315,2006,12988,495,0
7372,42,932,2006,15189,579,1
7373,26,2091,2006,20208,771,0
7374,41,521,2008,13605,519,1
7374,39,232,2006,12549,478,1
7375,36,1195,2006,16094,614,1
7376,58,1677,2006,17848,681,1
7377,33,2396,2006,23557,899,0
7378,45,246,2006,12656,483,1
7379,39,2392,2006,23400,893,0
7380,30,1474,2006,17056,651,1
7381,59,2167,2006,20784,793,1
7381,30,1193,2015,15373,586,1
7382,57,2035,2006,19867,758,0
7383,43,1652,2006,17733,676,1
7384,46,1890,2006,18987,724,1
7385,28,1043,2006,15554,593,1
7386,27,925,2006,15177,579,1
7387,21,325,2006,13030,497,0
7388,41,2197,2006,21039,803,1
7388,41,2305,2007,21721,829,1
7389,45,1839,2006,18729,714,1
7390,40,468,2006,13599,519,1
7391,48,1586,2006,17470,666,1
7392,46,683,2006,14327,546,1
7392,48,744,2008,14204,542,1
7393,24,1958,2006,19403,740,1
7394,28,1498,2006,17178,655,0
7395,39,1578,2006,17443,665,1
7396,33,1834,2006,18710,714,1
7397,42,1561,2006,17394,663,0
7398,21,2301,2006,22183,846,0
7399,44,1804,2006,18408,702,1
7400,49,1204,2006,16132,615,0
7401,51,2204,2006,21075,804,0
7402,29,1659,2006,17753,677,0
7403,39,921,2006,15166,578,1
7404,26,784,2006,14634,558,0
7405,51,164,2006,12223,466,1
7405,52,155,2007,12544,478,1
7406,49,1161,2006,15988,610,1
7407,29,156,2006,12114,462,1
7408,30,2185,2006,20938,799,0
7409,40,1705,2006,17947,685,1
7410,44,943,2008,14773,563,1
7410,42,1210,2006,16145,616,1
7411,51,1963,2006,19433,741,1
7411,51,1979,2007,19411,740,1
7412,30,184,2006,12347,471,1
7413,36,1633,2006,17654,673,1
7413,47,1147,2008,15395,587,1
7414,44,848,2007,15350,585,1
7414,45,705,2008,14122,539,1
7414,46,678,2009,13907,530,1
7414,43,907,2006,15122,577,1
7415,47,578,2006,13958,532,1
7416,30,1324,2006,16531,630,0
7417,23,1649,2006,17713,676,1
7418,32,1668,2006,17798,679,0
7419,34,1169,2006,16007,610,1
7420,48,456,2007,13972,533,1
7420,47,270,2006,12767,487,1
7421,48,228,2006,12535,478,1
7421,47,280,2011,12302,469,1
7422,54,1822,2006,18594,709,0
7423,43,2206,2007,20920,798,0
7423,42,1515,2006,17217,657,0
7424,45,398,2006,13308,507,1
7425,50,1134,2006,15900,606,0
7426,35,873,2006,14961,571,1
7427,30,389,2006,13280,506,1
7428,40,204,2006,12429,474,1
7429,46,1363,2006,16688,636,1
7430,45,1419,2007,17060,651,1
7430,44,1831,2006,18670,712,1
7431,48,1992,2006,19602,748,0
7432,65,862,2006,14938,570,1
7433,43,1672,2006,17805,679,0
7434,51,862,2006,14938,570,1
7435,51,537,2006,13832,527,1
7436,41,62,2006,11072,422,1
7437,26,2405,2006,23739,906,1
7438,23,2008,2006,19710,752,0
7439,39,1927,2006,19232,734,0
7440,35,1354,2006,16666,636,1
7441,23,2360,2006,22910,874,0
7442,24,2171,2006,20810,794,0
7443,21,2126,2006,20456,780,0
7444,25,741,2006,14509,553,1
7445,36,605,2006,14032,535,1
7445,37,757,2007,15025,573,1
7446,51,942,2006,15232,581,0
7447,42,571,2006,13942,532,1
7448,24,1296,2006,16451,627,0
7449,41,244,2006,12638,482,0
7450,49,289,2006,12833,489,1
7451,37,1420,2006,16855,643,0
7452,30,688,2006,14332,547,1
7453,43,2256,2006,21658,826,1
7454,41,141,2006,12004,458,1
7455,33,1140,2006,15928,607,0
7456,33,655,2006,14242,543,0
7457,50,1013,2007,15840,604,1
7457,51,1435,2008,16172,617,1
7457,49,1318,2006,16520,630,1
7458,50,1948,2006,19375,739,1
7459,19,2409,2006,23990,915,0
7460,33,2407,2006,23947,914,1
7461,18,2441,2006,25131,959,0
7462,32,2198,2006,21043,803,0
7463,33,2429,2006,24635,940,1
7464,58,982,2006,15341,585,1
7465,31,985,2006,15347,585,1
7466,23,1171,2006,16009,611,1
7467,26,2465,2006,27597,1053,0
7468,21,1570,2006,17419,664,1
7469,36,256,2006,12702,484,1
7469,39,52,2009,11011,420,1
7469,38,65,2008,11103,423,1
7469,37,347,2007,13568,517,1
7469,40,108,2010,11852,452,1
7470,39,1819,2006,18528,707,0
7470,43,1533,2010,16600,633,0
7471,35,2055,2006,19957,761,1
7472,30,2218,2006,21226,810,0
7473,42,1728,2006,18008,687,0
7474,40,1402,2006,16802,641,0
7475,39,1366,2006,16703,637,0
7476,40,1451,2006,16982,648,1
7477,45,1928,2006,19239,734,1
7478,43,2229,2006,21338,814,1
7479,44,1331,2006,16547,631,1
7480,42,678,2006,14314,546,0
7481,29,1771,2006,18203,694,0
7482,53,1937,2006,19309,736,1
7483,32,1115,2006,15825,604,1
7484,29,1964,2006,19434,741,1
7485,46,703,2006,14390,549,1
7486,45,1241,2006,16244,620,1
7487,44,1616,2006,17580,671,0
7488,31,2412,2006,24002,916,0
7489,45,1233,2006,16225,619,1
7489,50,2217,2008,19006,725,1
7490,37,1926,2006,19227,733,0
7491,52,307,2014,13135,501,1
7491,44,241,2006,12623,481,1
7492,45,1110,2011,14346,547,0
7492,42,535,2006,13826,527,0
7493,10,817,2006,14788,564,1
7494,37,286,2006,12824,489,1
7495,44,850,2006,14897,568,1
7496,49,491,2006,13672,521,1
7497,37,200,2006,12418,473,1
7498,37,727,2006,14457,551,1
7499,17,213,2006,12453,475,0
7500,20,2175,2006,20816,794,0
7501,35,161,2006,12194,465,1
7502,40,2432,2006,24670,941,0
7502,42,2228,2008,19070,727,0
7503,52,1092,2006,15759,601,1
7504,47,1868,2006,18892,721,1
7505,38,747,2006,14516,554,0
7506,41,871,2006,14954,570,1
7506,45,834,2006,14846,566,0
7507,37,1020,2013,6392,487,1
7507,29,573,2006,13946,532,1
7508,20,1863,2006,18874,720,0
7509,40,1654,2006,17745,677,1
7510,32,335,2006,13094,499,0
7511,33,1967,2006,19457,742,1
7512,29,2033,2006,19863,758,0
7513,24,2418,2006,24165,922,0
7514,53,543,2006,13855,528,1
7515,49,2443,2006,25244,963,0
7515,51,2624,2008,23877,911,0
7515,50,2475,2007,24101,919,0
7516,47,1166,2006,15997,610,1
7517,20,1065,2006,15633,596,1
7518,51,2442,2006,25132,959,0
7519,22,1950,2006,19382,739,0
7520,66,2379,2006,23240,887,1
7521,23,1344,2006,16606,633,0
7522,37,45,2006,10695,408,1
7523,25,698,2006,14369,548,0
7524,28,266,2006,12759,486,1
7525,25,1456,2006,16988,648,0
7526,29,2377,2006,23199,885,0
7527,38,979,2006,15334,585,0
7528,36,1793,2006,18361,700,1
7529,28,623,2006,14131,539,0
7530,33,385,2006,13271,506,1
7531,39,1737,2006,18054,689,1
7531,42,2284,2009,18918,722,1
7532,38,1353,2012,15172,579,0
7532,32,1475,2006,17063,651,0
7532,40,542,2014,13927,531,0
7532,33,1070,2007,16010,611,0
7533,55,1120,2006,15854,605,1
7534,44,1023,2006,15502,591,0
7535,45,1952,2006,19389,740,1
7536,40,435,2006,13441,513,1
7537,36,1386,2006,16757,639,0
7538,34,786,2006,14639,558,1
7539,54,2310,2006,22235,848,0
7540,28,2123,2006,20436,780,0
7541,22,37,2006,10509,401,1
7542,28,1048,2006,15563,594,0
7543,41,940,2012,14326,546,1
7543,35,964,2006,15280,583,1
7543,36,847,2007,15348,585,1
7543,40,1193,2011,14535,554,1
7544,56,1766,2006,18187,694,1
7545,29,2105,2006,20310,775,0
7546,28,2246,2006,21528,821,0
7547,26,1530,2006,17266,659,1
7548,47,1178,2006,16039,612,1
7549,39,2324,2006,22420,855,1
7550,29,884,2006,15026,573,1
7551,42,1181,2006,16050,612,1
7552,20,428,2007,13856,528,0
7552,19,1122,2006,15864,605,0
7552,26,3073,2013,7222,551,0
7552,27,1381,2014,16034,611,0
7553,36,230,2006,12546,478,1
7554,26,138,2006,11985,457,1
7555,40,1485,2006,17103,652,1
7556,40,16,2006,9889,377,1
7557,26,2094,2006,20225,771,0
7558,32,1585,2006,17469,666,1
7559,26,864,2006,14940,570,1
7560,51,738,2006,14494,553,0
7561,64,2371,2006,23135,883,1
7562,21,1768,2006,18199,694,0
7563,25,483,2006,13639,520,0
7564,29,1490,2006,17124,653,1
7565,30,764,2006,14552,555,1
7566,31,172,2006,12285,468,0
7567,51,196,2006,12401,473,1
7568,30,2452,2006,25877,987,1
7569,36,2298,2006,22086,842,0
7570,27,1236,2006,16232,619,0
7570,28,1238,2007,16522,630,0
7570,29,1174,2008,15481,590,0
7571,28,2234,2006,21432,818,0
7572,39,881,2006,15018,573,1
7573,41,2136,2006,20507,782,0
7574,32,1447,2006,16966,647,0
7575,39,2431,2006,24639,940,0
7576,31,1880,2006,18942,722,1
7577,37,745,2006,14515,554,1
7577,36,1779,2007,18360,700,1
7578,45,744,2006,14513,553,1
7579,40,1493,2006,17144,654,1
7580,45,2373,2006,23166,884,0
7581,27,208,2006,12438,474,1
7582,37,1762,2006,18173,693,0
7583,27,797,2006,14683,560,0
7584,39,1478,2006,17084,652,0
7584,27,886,2008,14564,555,0
7585,40,1127,2006,15876,605,0
7586,39,1131,2006,15893,606,1
7587,25,812,2006,14762,563,0
7588,28,2162,2006,20756,792,0
7589,25,1009,2006,15473,590,0
7590,38,2058,2006,19994,763,0
7590,39,2034,2007,19719,752,0
7591,30,674,2006,14302,545,0
7592,31,635,2007,14595,557,0
7592,29,869,2006,14952,570,0
7593,39,474,2007,14012,534,0
7593,38,735,2006,14482,552,0
7594,43,398,2014,13511,515,1
7594,63,1693,2006,17906,683,1
7595,28,1206,2006,16134,615,0
7596,61,2349,2006,22727,867,1
7597,29,2271,2006,21762,830,1
7598,34,974,2006,15316,584,1
7599,23,1328,2006,16546,631,0
7600,36,1635,2006,17669,674,1
7601,38,1611,2008,16748,639,1
7601,36,1549,2006,17340,661,1
7602,30,598,2006,14022,535,0
7603,37,1106,2006,15809,603,0
7604,37,519,2006,13775,525,1
7605,40,657,2006,14248,543,1
7606,33,893,2006,15059,574,0
7607,46,1577,2006,17438,665,0
7608,67,1698,2010,17025,649,1
7608,63,1032,2006,15531,592,1
7608,62,2438,2012,17326,661,1
7608,64,1216,2007,16442,627,1
7608,66,1271,2009,15566,594,1
7609,24,1828,2006,18652,711,0
7610,31,716,2006,14418,550,1
7611,58,2247,2006,21543,822,0
7611,59,2427,2007,23307,889,0
7612,43,1707,2006,17959,685,0
7613,42,1917,2006,19146,730,1
7614,34,1599,2006,17527,668,1
7615,30,169,2006,12257,467,1
7616,32,2195,2010,18566,708,1
7616,28,779,2006,14625,558,1
7616,31,2055,2009,17872,682,1
7616,29,517,2007,14162,540,1
7616,30,1359,2008,16002,610,1
7617,41,119,2006,11826,451,1
7618,35,130,2006,11913,454,1
7619,28,1304,2006,16471,628,0
7620,49,40,2006,10585,404,1
7621,44,2115,2006,20350,776,1
7622,28,2466,2006,27619,1054,0
7623,40,695,2006,14361,548,1
7623,44,1018,2010,15332,585,1
7623,42,566,2008,13739,524,1
7624,46,139,2006,11986,457,1
7625,23,2175,2006,20816,794,0
7626,48,1036,2006,15539,593,0
7627,23,589,2006,13988,533,1
7628,47,1050,2006,15565,594,0
7629,24,91,2006,11563,441,1
7630,37,93,2006,11574,441,1
7631,28,2196,2006,21013,802,1
7632,39,916,2006,15151,578,0
7633,31,602,2006,14026,535,1
7633,32,528,2007,14212,542,1
7634,21,951,2006,15252,582,1
7635,40,2009,2006,19719,752,0
7636,39,2062,2006,20014,763,0
7637,30,1200,2006,16116,615,0
7638,50,2358,2006,22860,872,1
7639,57,1348,2006,16614,634,0
7640,31,1320,2006,16525,630,1
7641,50,1228,2006,16217,618,1
7641,53,1061,2009,15045,574,1
7642,60,861,2006,14934,570,1
7643,51,2389,2006,23376,892,1
7644,55,1129,2008,15347,585,1
7644,54,637,2007,14601,557,1
7644,53,768,2006,14580,556,1
7644,56,1970,2009,17490,667,1
7645,56,392,2006,13289,507,1
7646,49,2449,2006,25684,980,0
7647,38,233,2006,12568,479,1
7648,24,654,2010,14247,543,0
7648,20,475,2006,13616,519,0
7649,28,8,2007,9457,360,1
7649,27,11,2006,9521,363,1
7650,28,1776,2006,18229,695,0
7651,43,2343,2006,22674,865,1
7652,49,803,2006,14706,561,1
7653,42,269,2006,12765,487,1
7654,38,426,2006,13409,511,0
7655,41,2154,2006,20708,790,1
7656,48,2578,2013,7074,540,0
7656,41,1751,2006,18123,691,0
7657,32,445,2006,13459,513,1
7657,34,314,2008,12866,491,1
7658,31,566,2006,13911,530,0
7659,49,302,2006,12899,492,1
7660,31,2447,2006,25436,970,0
7661,46,561,2006,13892,530,1
7662,29,1744,2006,18069,689,0
7662,30,1686,2007,17969,685,0
7662,31,2011,2008,18064,689,0
7663,17,2376,2006,23194,885,1
7664,25,1190,2006,16081,613,0
7665,26,242,2006,12625,481,1
7666,25,2126,2006,20456,780,0
7667,39,2386,2006,23365,891,0
7668,37,789,2006,14660,559,1
7669,52,1861,2006,18853,719,0
7670,42,623,2006,14131,539,1
7671,32,2173,2006,20812,794,1
7672,42,820,2006,14796,564,1
7673,44,471,2006,13603,519,1
7674,41,2322,2006,22412,855,1
7675,40,833,2006,14842,566,1
7676,50,394,2014,13503,515,1
7676,42,59,2006,11010,420,1
7677,40,1619,2006,17594,671,0
7678,40,3100,2013,7230,551,1
7678,40,1951,2006,19383,739,1
7679,45,2181,2006,20872,796,1
7680,33,2183,2008,18862,719,1
7680,35,1323,2006,16530,630,1
7681,34,2155,2006,20711,790,0
7682,60,1822,2006,18594,709,1
7683,19,2409,2006,23990,915,0
7684,30,2525,2013,7054,538,0
7684,28,2324,2007,22012,840,0
7684,30,2295,2009,18999,725,0
7684,34,1300,2006,16458,628,0
7685,29,995,2006,15383,587,1
7686,34,1098,2008,15276,583,1
7686,32,1731,2006,18030,688,1
7687,24,1880,2006,18942,722,0
7688,32,811,2006,14760,563,1
7689,46,1571,2006,17420,664,1
7690,65,1824,2006,18611,710,1
7691,41,401,2008,13200,503,1
7691,39,274,2006,12780,487,1
7692,36,2122,2006,20426,779,0
7693,21,683,2006,14327,546,0
7694,35,946,2006,15244,581,1
