Id,Age,Rank,Year,Time,Pace,Sex
14751,44,2202,2009,18483,705,0
14752,39,282,2009,12614,481,1
14753,28,2061,2009,17906,683,0
14754,48,1783,2009,17002,648,1
14755,55,2331,2009,19201,732,1
14756,25,476,2009,13288,507,1
14757,28,2788,2011,18292,698,0
14757,27,2316,2010,19102,729,0
14757,28,1627,2009,16589,633,0
14758,41,2510,2010,20035,764,1
14758,40,1771,2009,16948,646,1
14759,36,463,2009,13243,505,1
14760,27,1438,2009,16037,612,1
14761,47,906,2009,14546,555,1
14762,28,1502,2009,16235,619,1
14762,29,626,2010,14179,541,1
14763,18,1802,2009,17061,651,1
14764,34,1747,2009,16877,644,0
14765,37,2268,2009,18847,719,1
14766,50,1155,2009,15268,582,0
14767,28,116,2009,11665,445,1
14768,37,2375,2009,19477,743,0
14769,28,1986,2009,17566,670,1
14769,37,3355,2012,19810,756,1
14770,38,2096,2014,17545,669,1
14770,33,1244,2009,15494,591,1
14771,55,1584,2010,16718,638,1
14771,54,1445,2009,16055,612,1
14771,57,2425,2012,17292,660,1
14772,39,1944,2009,17432,665,0
14773,38,326,2009,12823,489,1
14774,51,353,2009,12959,494,1
14775,51,1068,2010,15445,589,1
14775,50,1526,2009,16301,622,1
14776,49,1461,2009,16134,615,0
14777,33,2018,2009,17738,677,1
14778,33,888,2009,14484,552,0
14779,38,99,2010,11795,450,1
14779,40,245,2012,12373,472,1
14779,37,460,2009,13233,505,1
14780,35,1534,2009,16331,623,0
14781,49,811,2009,14251,543,1
14782,48,2764,2009,25239,963,0
14783,47,1986,2009,17566,670,1
14784,26,232,2009,12457,475,0
14785,38,166,2009,12086,461,1
14785,39,347,2010,13288,507,1
14786,38,2088,2009,17986,686,1
14787,29,957,2009,14740,562,0
14788,39,2747,2009,23910,912,0
14789,46,669,2009,13878,529,1
14789,29,904,2010,15025,573,1
14790,44,773,2009,14141,539,1
14791,44,738,2009,14074,537,0
14792,31,1316,2009,15680,598,1
14793,36,2052,2009,17848,681,1
14794,25,1862,2009,17233,657,0
14794,27,2626,2011,17843,681,0
14794,26,1896,2010,17575,670,0
14795,43,1763,2009,16920,645,1
14796,56,2512,2009,20310,775,0
14797,34,578,2009,13634,520,0
14798,40,2494,2010,19933,760,0
14798,39,2488,2009,20086,766,0
14799,51,1856,2009,17203,656,1
14800,51,287,2009,12629,482,1
14801,46,783,2009,14169,540,0
14802,58,2486,2009,20084,766,0
14803,46,2444,2009,19844,757,1
14804,39,2254,2009,18803,717,1
14804,40,2071,2010,18078,690,1
14805,35,647,2009,13825,527,0
14806,40,2197,2009,18471,705,1
14807,40,2511,2009,20306,775,1
14808,30,1711,2009,16785,640,1
14809,32,2413,2009,19644,749,1
14810,46,474,2009,13284,507,1
14811,35,2361,2009,19386,739,0
14812,27,787,2009,14177,541,1
14812,29,836,2011,13851,528,1
14812,30,216,2012,12212,466,1
14813,33,2615,2009,21230,810,1
14814,38,2112,2011,16533,631,1
14814,40,3775,2013,7434,567,1
14814,36,1939,2009,17419,664,1
14815,23,195,2009,12336,470,1
14816,34,337,2009,12901,492,1
14817,34,1555,2009,16380,625,0
14817,36,1403,2011,15042,574,0
14818,55,1287,2009,15606,595,1
14819,31,1961,2009,17472,666,0
14820,32,1008,2009,14901,568,1
14820,36,3632,2013,7391,564,1
14821,63,828,2009,14293,545,1
14822,51,847,2012,14144,539,1
14822,49,1026,2010,15347,585,1
14822,50,748,2011,13680,522,1
14822,52,2895,2013,7173,547,1
14822,48,1120,2009,15170,579,1
14823,47,2617,2009,21236,810,1
14824,41,567,2009,13611,519,1
14825,26,2458,2009,19888,759,0
14826,52,2675,2009,22111,843,1
14827,31,2651,2009,21752,830,0
14828,26,1764,2009,16922,645,0
14829,34,1846,2009,17176,655,0
14830,30,1986,2009,17566,670,1
14831,48,1518,2009,16281,621,1
14832,39,2143,2009,18210,695,0
14833,26,2471,2009,19985,762,1
14834,48,1331,2009,15712,599,0
14835,26,2377,2009,19480,743,0
14836,40,2130,2011,16597,633,1
14836,41,2096,2012,16550,631,1
14836,38,1395,2009,15880,606,1
14837,35,1334,2009,15727,600,0
14838,48,2621,2009,21303,813,1
14839,38,79,2009,11314,431,1
14840,48,376,2010,13439,512,1
14840,47,283,2009,12616,481,1
14840,50,864,2012,14175,541,1
14840,49,427,2011,12730,485,1
14841,39,178,2009,12184,465,1
14842,25,1319,2009,15684,598,1
14843,53,1456,2009,16107,614,1
14844,55,2628,2009,21392,816,1
14845,45,2609,2009,21142,806,0
14846,49,2389,2009,19521,745,0
14847,29,171,2009,12120,462,1
14847,30,48,2010,11094,423,1
14848,41,1870,2009,17243,658,1
14848,44,3218,2012,19356,738,1
14849,52,2183,2009,18405,702,0
14850,45,54,2009,11026,420,1
14851,32,842,2009,14342,547,1
14852,34,2664,2009,21895,835,0
14853,54,2398,2009,19592,747,1
14854,38,1430,2009,16017,611,1
14855,49,2548,2009,20665,788,1
14856,46,180,2009,12204,465,1
14857,47,426,2009,13148,501,1
14858,45,431,2009,13164,502,1
14859,39,2153,2009,18236,696,1
14860,53,1407,2009,15911,607,1
14861,38,2465,2009,19942,761,0
14862,25,280,2009,12609,481,1
14863,50,1233,2010,15862,605,0
14863,49,1544,2009,16349,624,0
14864,34,2360,2009,19383,739,1
14865,30,631,2009,13786,526,0
14866,25,2741,2009,23771,907,1
14866,29,1402,2013,6589,502,1
14867,37,124,2009,11729,447,1
14868,35,1603,2009,16519,630,1
14869,62,1788,2009,17019,649,1
14870,39,2608,2009,21139,806,0
14871,34,797,2009,14206,542,1
14872,35,1342,2009,15743,600,1
14873,39,1360,2009,15777,602,0
14874,29,141,2009,11850,452,1
14875,27,2494,2009,20142,768,1
14875,30,1044,2015,14960,571,1
14876,48,1704,2009,16769,640,0
14877,34,1569,2009,16426,626,1
14878,28,1323,2009,15691,598,0
14879,33,790,2009,14194,541,0
14880,31,278,2009,12605,481,1
14881,46,2015,2009,17731,676,0
14882,39,2328,2009,19185,732,1
14883,46,523,2009,13460,513,1
14884,34,745,2009,14087,537,1
14885,52,2733,2009,23290,888,0
14886,43,519,2009,13433,512,1
14887,32,1506,2009,16259,620,0
14888,29,986,2009,14835,566,1
14889,43,1632,2009,16606,633,1
14890,34,839,2009,14331,546,1
14891,31,380,2009,13038,497,1
14892,49,49,2009,10951,417,1
14892,51,136,2011,11556,441,1
14893,35,1841,2010,17413,664,1
14893,34,2047,2009,17831,680,1
14893,40,2247,2015,19023,726,1
14894,32,411,2009,13114,500,0
14895,41,1894,2009,17303,660,0
14896,36,1496,2009,16224,619,1
14897,50,643,2009,13811,527,1
14897,51,199,2010,12606,481,1
14898,36,1338,2010,16114,615,0
14898,35,2259,2009,18819,718,0
14899,42,1322,2010,16075,613,1
14899,41,1682,2009,16708,637,1
14900,25,819,2009,14271,544,0
14901,42,2760,2009,24875,949,0
14902,23,1884,2009,17261,658,1
14903,36,1043,2009,14982,571,1
14904,41,2399,2009,19596,747,1
14905,44,615,2009,13726,523,1
14906,50,2722,2009,23007,878,0
14907,31,1991,2009,17571,670,0
14908,19,310,2010,13128,501,1
14908,18,929,2009,14614,557,1
14909,61,1713,2009,16787,640,1
14910,30,1421,2009,15975,609,1
14911,34,1204,2009,15394,587,0
14912,46,1221,2009,15439,589,1
14913,32,1186,2011,14511,553,1
14913,30,1175,2009,15324,584,1
14913,33,2297,2012,16985,648,1
14913,31,1085,2010,15499,591,1
14914,28,26,2009,10420,397,1
14915,26,878,2009,14447,551,0
14916,41,1694,2009,16748,639,1
14917,40,2188,2009,18437,703,1
14918,43,312,2009,12745,486,1
14919,38,982,2009,14798,564,1
14919,40,570,2011,13223,504,1
14919,40,284,2015,12827,489,1
14919,41,513,2012,13370,510,1
14920,24,1341,2009,15741,600,1
14921,41,1360,2009,15777,602,0
14922,32,1967,2009,17484,667,0
14923,26,1792,2009,17031,650,1
14924,42,840,2009,14338,547,1
14925,47,723,2009,14029,535,1
14926,27,2135,2009,18155,692,1
14927,42,155,2009,11996,457,1
14928,47,2210,2009,18514,706,0
14929,38,858,2009,14375,548,0
14930,38,2655,2009,21790,831,0
14931,38,72,2009,11265,429,1
14932,33,118,2009,11681,445,1
14933,42,1526,2009,16301,622,1
14934,23,203,2009,12376,472,1
14935,40,2725,2009,23149,883,1
14936,37,411,2009,13114,500,1
14936,41,101,2013,5297,404,1
14936,38,92,2010,11656,444,1
14937,31,2594,2009,21021,802,0
14938,49,1471,2009,16164,616,1
14939,35,473,2009,13279,506,1
14940,42,1904,2009,17335,661,0
14941,47,1977,2009,17519,668,0
14942,31,1399,2009,15886,606,1
14943,35,1373,2009,15819,603,1
14944,26,2063,2009,17909,683,0
14945,53,2820,2011,18375,701,0
14945,54,3396,2012,19998,763,0
14945,51,2265,2009,18835,718,0
14946,31,2576,2009,20819,794,0
14946,34,3344,2012,19778,754,0
14947,38,1848,2009,17181,655,1
14948,30,19,2015,10526,401,0
14948,26,622,2009,13755,525,0
14949,23,2303,2009,19063,727,1
14949,25,3318,2011,20898,797,1
14950,19,1444,2009,16054,612,1
14951,38,1207,2009,15400,587,0
14952,40,873,2009,14435,550,1
14953,40,280,2009,12609,481,0
14954,31,640,2009,13807,526,1
14955,33,543,2011,13159,502,1
14955,31,751,2009,14094,537,1
14956,64,2307,2009,19090,728,1
14957,39,2408,2009,19632,749,0
14958,27,1866,2009,17238,657,1
14959,30,2966,2013,7191,548,1
14959,27,2509,2010,20022,764,1
14959,26,2453,2009,19872,758,1
14960,30,884,2009,14464,552,0
14961,36,1082,2010,15487,591,0
14961,35,1284,2009,15601,595,0
14961,38,1220,2012,14933,569,0
14962,52,878,2009,14447,551,1
14963,40,694,2009,13956,532,0
14964,28,2363,2011,17106,652,0
14964,26,1672,2009,16689,636,0
14964,27,1287,2010,16008,611,0
14965,55,2516,2015,20832,795,1
14965,49,2227,2009,18642,711,1
14965,67,2242,2012,16897,644,1
14966,34,1060,2009,15043,574,1
14967,31,634,2009,13793,526,0
14968,39,1906,2009,17349,662,1
14969,45,1581,2009,16469,628,1
14970,26,2147,2009,18222,695,0
14971,40,3311,2011,20843,795,1
14971,38,2674,2009,22070,842,1
14972,42,26,2010,10775,411,1
14972,41,2131,2009,18141,692,1
14973,52,1271,2009,15566,594,1
14973,54,1282,2011,14728,562,1
14973,53,967,2010,15203,580,1
14974,42,1163,2009,15287,583,0
14975,41,1320,2009,15685,598,0
14976,36,532,2009,13494,515,1
14977,50,2299,2010,19017,725,1
14977,49,2551,2009,20683,789,1
14977,51,3099,2011,19545,746,1
14978,27,2137,2009,18160,693,0
14979,26,1524,2009,16296,621,0
14980,35,1625,2009,16588,633,1
14981,37,2535,2009,20521,783,0
14982,49,2493,2009,20134,768,0
14983,46,1876,2009,17249,658,0
14984,33,1951,2009,17446,665,1
14985,58,2749,2009,23999,916,1
14986,26,1059,2009,15033,573,0
14987,22,2160,2009,18274,697,1
14988,40,1144,2009,15233,581,0
14989,32,1725,2009,16808,641,1
14990,48,160,2009,12060,460,1
14991,34,759,2010,14486,552,1
14991,36,569,2012,13556,517,1
14991,35,1240,2011,14629,558,1
14991,33,365,2009,12980,495,1
14992,44,425,2010,13676,521,1
14992,43,186,2009,12264,468,1
14993,25,779,2011,13732,524,1
14993,23,766,2009,14131,539,1
14994,42,2409,2009,19633,749,1
14995,31,1944,2009,17432,665,1
14996,61,2356,2009,19366,739,1
14997,27,1003,2009,14885,568,0
14998,36,1220,2009,15438,589,0
14999,34,1719,2009,16798,641,0
15000,45,1384,2009,15844,604,1
15001,51,572,2009,13624,520,1
15002,35,2282,2009,18902,721,1
15002,36,2019,2010,17905,683,1
15003,47,1943,2009,17429,665,1
15004,42,2462,2012,17384,663,1
15004,39,1490,2009,16204,618,1
15005,42,2694,2009,22372,853,0
15006,30,252,2009,12539,478,1
15007,42,2022,2010,17919,683,1
15007,41,1281,2009,15592,595,1
15008,31,1630,2009,16593,633,0
15009,38,594,2009,13677,522,1
15010,41,247,2009,12525,478,1
15011,45,3262,2011,20439,780,1
15011,43,2326,2009,19179,732,1
15012,24,1201,2009,15388,587,0
15013,31,1466,2009,16150,616,1
15014,27,642,2009,13809,527,0
15015,22,1635,2009,16619,634,1
15016,36,383,2009,13050,498,1
15017,26,1806,2009,17075,651,1
15017,30,1207,2013,6504,496,1
15017,31,1928,2014,17190,656,1
15017,27,1891,2010,17556,670,1
15018,26,1374,2009,15822,603,0
15019,27,1472,2009,16165,616,0
15020,30,1857,2009,17210,656,0
15021,30,870,2009,14429,550,1
15022,38,2107,2009,18037,688,1
15023,29,994,2009,14856,567,1
15024,49,1221,2011,14595,557,0
15024,47,1638,2009,16621,634,0
15024,49,1830,2010,17383,663,0
15025,39,2194,2009,18452,704,0
15026,50,2496,2009,20199,770,0
15027,30,800,2009,14216,542,1
15028,44,1087,2009,15105,576,1
15029,40,2356,2010,19281,735,0
15029,39,2240,2009,18715,714,0
15030,45,1242,2009,15490,591,1
15031,38,7,2009,9729,371,1
15032,18,315,2011,12393,473,1
15032,17,328,2010,13196,503,1
15032,16,515,2009,13431,512,1
15033,32,589,2009,13663,521,1
15034,60,2155,2009,18257,696,0
15035,35,2699,2009,22446,856,0
15036,36,2158,2009,18268,697,0
15037,26,2582,2009,20874,796,1
15038,39,1398,2009,15885,606,1
15039,36,793,2009,14199,541,1
15040,41,946,2009,14693,560,1
15041,38,702,2009,13971,533,1
15042,34,2721,2009,22986,877,0
15043,27,2582,2009,20874,796,1
15044,49,1721,2009,16803,641,1
15045,39,2461,2009,19912,760,1
15046,46,1377,2009,15830,604,0
15047,38,1553,2009,16372,624,0
15048,21,535,2009,13507,515,1
15049,24,897,2009,14520,554,1
15049,26,1064,2011,14245,543,1
15049,28,984,2013,6373,486,1
15049,25,265,2010,12912,492,1
15050,45,1388,2009,15863,605,0
15051,25,2589,2009,20985,800,1
15052,29,326,2011,12442,474,1
15052,27,531,2009,13491,514,1
15053,45,2606,2009,21118,806,1
15054,44,871,2009,14434,550,0
15055,39,2564,2009,20753,792,0
15056,50,3787,2012,22385,854,1
15056,50,2750,2015,25790,984,1
15056,48,2677,2010,21296,812,1
15056,47,2703,2009,22575,861,1
15057,26,1882,2009,17260,658,0
15058,32,1173,2009,15316,584,1
15059,39,1833,2009,17120,653,0
15060,25,1072,2009,15072,575,0
15061,29,441,2009,13177,502,1
15062,31,1274,2009,15577,594,0
15063,23,640,2009,13807,526,1
15064,42,1702,2009,16766,639,0
15065,53,2649,2009,21710,828,1
15066,37,519,2009,13433,512,0
15066,41,803,2013,6238,476,0
15067,41,2715,2009,22723,867,1
15068,33,618,2009,13738,524,0
15069,38,162,2009,12079,461,1
15070,36,814,2009,14254,544,1
15071,25,1485,2009,16194,618,1
15072,26,14,2009,10022,382,1
15073,35,664,2009,13864,529,1
15074,35,728,2009,14039,535,1
15075,37,1015,2009,14919,569,1
15076,30,2519,2009,20364,777,1
15077,32,2581,2009,20854,795,1
15078,55,1303,2009,15671,598,1
15079,32,2339,2009,19250,734,1
15080,50,3158,2012,19158,731,0
15080,47,2579,2009,20838,795,0
15080,49,3260,2011,20429,779,0
15081,47,2654,2009,21786,831,1
15082,60,2049,2009,17838,680,0
15083,40,1613,2009,16549,631,1
15084,60,462,2009,13242,505,1
15085,49,1146,2009,15234,581,1
15086,50,2616,2009,21234,810,1
15087,54,1928,2009,17404,664,1
15088,35,153,2014,12373,472,0
15088,30,358,2009,12970,495,0
15089,43,2778,2012,18127,691,1
15089,41,2549,2010,20242,772,1
15089,40,2394,2009,19567,746,1
15089,45,3075,2014,20562,784,1
15090,29,1740,2009,16852,643,0
15091,39,2573,2009,20806,794,1
15092,40,936,2009,14657,559,1
15093,38,304,2009,12707,485,1
15094,24,1070,2010,15450,589,1
15094,27,3426,2013,7326,559,1
15094,23,1216,2009,15419,588,1
15095,36,1458,2009,16114,615,1
15096,39,2112,2009,18071,689,0
15097,37,1027,2009,14946,570,1
15098,24,2578,2009,20822,794,1
15099,38,1885,2009,17265,658,1
15100,44,1956,2009,17462,666,1
15101,19,2687,2009,22288,850,0
15102,29,170,2009,12113,462,0
15103,46,1594,2009,16496,629,1
15103,47,1415,2010,16302,622,1
15104,37,1030,2009,14952,570,1
15105,34,2664,2009,21895,835,0
15106,29,1301,2009,15664,597,0
15107,28,1021,2009,14932,569,1
15108,39,964,2009,14759,563,1
15109,45,880,2009,14450,551,1
15110,54,2718,2010,21654,826,0
15110,53,2142,2009,18195,694,0
15111,34,1725,2009,16808,641,1
15112,24,1157,2009,15272,582,1
15113,35,379,2009,13035,497,1
15114,32,1383,2009,15843,604,1
15114,59,2680,2013,7105,542,1
15115,44,2588,2009,20978,800,1
15116,37,3441,2011,22217,847,0
15116,35,1980,2009,17532,669,0
15117,34,452,2009,13200,503,0
15118,63,2472,2009,19990,762,0
15119,55,3053,2012,18865,720,1
15119,52,1633,2009,16615,634,1
15119,53,2109,2010,18191,694,1
15119,57,2827,2014,19731,753,1
15120,60,1349,2009,15761,601,1
15121,29,2445,2009,19847,757,1
15122,46,1837,2009,17140,654,1
15123,44,1117,2009,15167,578,1
15124,43,2125,2009,18119,691,1
15125,41,56,2009,11034,421,1
15126,30,433,2009,13165,502,1
15127,26,1467,2009,16156,616,1
15128,31,189,2009,12301,469,1
15129,47,1235,2009,15477,590,1
15130,45,2631,2009,21450,818,1
15131,33,1110,2009,15158,578,1
15132,28,1775,2009,16965,647,1
15133,43,446,2009,13192,503,1
15134,42,2354,2009,19350,738,1
15135,30,2623,2009,21342,814,1
15136,35,1812,2009,17088,652,1
15137,39,2760,2010,22145,845,0
15137,38,2386,2009,19504,744,0
15138,27,1123,2009,15181,579,0
15139,40,2423,2009,19699,751,1
15140,51,714,2009,14002,534,1
15140,54,2544,2012,17541,669,1
15141,50,1280,2009,15591,595,1
15142,22,2,2009,8294,316,1
15143,37,575,2009,13629,520,1
15144,26,2048,2009,17835,680,0
15145,48,2412,2014,18376,701,1
15145,43,1103,2009,15142,577,1
15146,28,1620,2009,16571,632,1
15147,41,2768,2009,26533,1012,0
15148,44,1550,2012,15547,593,1
15148,41,1850,2009,17188,656,1
15149,33,2433,2010,19566,746,0
15149,32,2668,2009,22022,840,0
15150,37,1160,2009,15274,582,0
15151,47,2381,2009,19490,743,1
15152,52,1922,2009,17389,663,0
15153,24,1893,2009,17293,660,1
15154,32,2495,2009,20194,770,0
15155,51,3526,2011,23856,910,0
15155,49,2510,2009,20303,774,0
15156,25,1697,2009,16761,639,0
15157,45,1866,2009,17238,657,1
15157,49,259,2013,5674,433,1
15158,42,1745,2009,16871,643,1
15159,26,2026,2009,17762,677,1
15160,47,1606,2009,16529,630,0
15161,19,2146,2009,18221,695,0
15162,25,2207,2009,18494,705,0
15162,30,2497,2014,18642,711,0
15163,31,2591,2009,20988,801,1
15164,42,1968,2009,17486,667,0
15165,25,1757,2009,16899,645,0
15166,44,1711,2009,16785,640,0
15167,31,710,2009,13992,534,1
15168,34,2706,2009,22621,863,0
15169,44,1540,2009,16346,623,0
15170,36,644,2009,13815,527,1
15171,31,2374,2009,19459,742,0
15172,29,1418,2009,15962,609,1
15173,28,573,2009,13625,520,1
15173,29,249,2010,12848,490,1
15174,40,1821,2009,17098,652,1
15175,35,495,2009,13356,509,0
15176,40,562,2009,13599,519,1
15177,30,510,2009,13414,511,0
15178,31,1964,2009,17477,667,0
15179,45,1192,2009,15364,586,1
15180,49,2202,2009,18483,705,0
15181,50,815,2009,14261,544,1
15182,45,983,2009,14818,565,1
15183,30,1955,2010,17761,677,1
15183,29,1246,2009,15498,591,1
15184,32,1812,2009,17088,652,1
15184,33,2296,2010,19002,725,1
15185,45,62,2009,11161,426,1
15186,27,1282,2010,16002,610,1
15186,26,1344,2009,15747,601,1
15187,56,146,2009,11901,454,1
15188,34,782,2009,14166,540,0
15189,40,911,2009,14577,556,1
15190,41,2574,2010,20400,778,0
15190,42,1395,2011,15027,573,0
15190,40,2643,2009,21632,825,0
15190,43,2786,2012,18140,692,0
15191,38,332,2009,12863,490,0
15192,60,2726,2009,23154,883,0
15193,42,868,2009,14419,550,1
15194,46,2206,2009,18492,705,1
15195,49,2215,2009,18542,707,1
15196,43,1090,2009,15111,576,1
15197,45,1737,2009,16847,643,1
15198,30,1733,2009,16828,642,0
15199,33,942,2009,14683,560,0
15200,39,1150,2009,15243,581,1
15201,54,133,2009,11789,449,1
15202,27,69,2009,11251,429,1
15203,27,1417,2009,15951,608,0
15204,57,2249,2009,18790,717,0
15205,48,482,2009,13309,507,0
15206,33,1898,2009,17314,660,0
15207,26,2675,2009,22111,843,0
15208,57,1784,2009,17012,649,0
15209,39,811,2009,14251,543,1
15210,28,1741,2009,16859,643,0
15211,48,2713,2009,22700,866,0
15211,49,2843,2010,24048,917,0
15212,19,648,2009,13826,527,1
15213,28,1509,2009,16262,620,1
15214,37,730,2009,14040,535,0
15215,60,2100,2009,18010,687,1
15216,42,112,2009,11603,442,1
15217,38,1864,2009,17236,657,1
15218,29,1241,2009,15487,591,0
15219,42,997,2009,14861,567,1
15220,50,430,2009,13160,502,1
15220,51,430,2010,13685,522,1
15221,35,1834,2009,17121,653,1
15222,34,1617,2009,16564,632,0
15223,43,3245,2011,20329,775,1
15223,44,2728,2012,18002,687,1
15223,42,2293,2010,18993,724,1
15223,41,2566,2009,20764,792,1
15224,24,2739,2009,23693,904,0
15225,21,157,2010,12315,470,1
15225,23,1471,2012,15393,587,1
15225,20,717,2009,14011,534,1
15226,33,2420,2009,19658,750,1
15227,48,2730,2009,23223,886,1
15228,29,2163,2009,18293,698,1
15229,24,2119,2011,16563,632,1
15229,23,1639,2010,16872,643,0
15229,21,1165,2009,15299,583,1
15230,32,3594,2012,21102,805,1
15230,41,2411,2009,19640,749,1
15230,31,3307,2011,20804,794,1
15230,42,2366,2010,19329,737,1
15231,50,2277,2009,18880,720,1
15232,25,1982,2009,17547,669,0
15233,31,1434,2009,16025,611,1
15234,35,1975,2009,17513,668,0
15235,56,2763,2009,25182,961,0
15236,42,206,2009,12386,472,0
15237,32,2587,2009,20939,799,0
15238,44,2593,2009,21015,802,1
15239,24,2451,2009,19868,758,0
15240,30,369,2009,12997,496,0
15240,31,360,2010,13376,510,0
15241,32,1157,2009,15272,582,0
15242,33,231,2009,12453,475,1
15243,60,2769,2009,26611,1015,1
15244,32,387,2009,13059,498,0
15245,39,1777,2009,16985,648,0
15246,33,87,2009,11380,434,1
15247,39,185,2009,12263,468,1
15248,43,1309,2009,15674,598,1
15249,55,3526,2011,23856,910,0
15249,53,2509,2009,20302,774,0
15250,53,2735,2009,23541,898,1
15251,32,1785,2009,17014,649,0
15251,33,644,2010,14217,542,0
15252,77,2845,2010,24062,918,1
15252,78,3530,2011,23958,914,1
15252,76,2731,2009,23266,888,1
15253,35,2132,2009,18147,692,0
15254,32,1498,2009,16226,619,0
15255,36,1855,2009,17195,656,0
15256,39,1151,2009,15251,582,1
15257,48,1180,2009,15334,585,1
15258,52,765,2009,14127,539,1
15259,39,507,2009,13408,511,0
15260,34,239,2009,12490,476,0
15261,45,219,2009,12413,473,1
15262,37,1384,2009,15844,604,0
15263,39,2383,2009,19500,744,0
15264,26,1992,2009,17580,671,0
15265,34,1035,2009,14961,571,0
15266,34,97,2009,11409,435,1
15267,59,1959,2009,17467,666,1
15267,60,1503,2010,16509,630,1
15267,62,1812,2012,16011,611,1
15268,31,236,2009,12472,476,0
15269,45,2073,2009,17927,684,1
15270,42,639,2009,13805,526,1
15271,31,764,2009,14126,539,1
15272,39,2103,2009,18033,688,1
15273,57,2269,2009,18849,719,0
15274,34,431,2009,13164,502,0
15275,37,874,2009,14438,551,1
15276,20,2261,2009,18826,718,1
15277,50,1167,2009,15305,584,1
15278,56,2765,2009,25402,969,1
15279,35,1431,2011,15102,576,1
15279,33,442,2009,13183,503,1
15280,36,1555,2010,16651,635,1
15280,35,1781,2009,16998,648,1
15281,38,637,2009,13797,526,1
15282,40,1790,2009,17028,649,1
15283,21,847,2009,14352,547,1
15284,26,684,2009,13925,531,1
15285,37,1260,2009,15530,592,1
15286,31,1277,2009,15582,594,0
15287,38,1869,2009,17241,658,0
15288,23,1177,2009,15326,584,0
15289,23,1531,2009,16312,622,0
15290,41,970,2010,15209,580,0
15290,43,1259,2012,15017,573,0
15290,42,1061,2011,14243,543,0
15290,45,1473,2015,16094,614,0
15290,40,659,2009,13851,528,0
15291,26,352,2009,12958,494,1
15292,55,2516,2009,20348,776,1
15293,39,1140,2009,15224,581,1
15294,43,2023,2009,17749,677,0
15295,41,1982,2009,17547,669,0
15296,39,883,2009,14459,551,1
15297,22,2507,2009,20287,774,1
15298,46,1308,2009,15673,598,1
15299,22,499,2009,13375,510,0
15300,29,1750,2009,16886,644,1
15301,39,227,2009,12446,475,1
15302,24,1918,2009,17382,663,1
15303,34,468,2010,13772,525,1
15303,33,986,2009,14835,566,1
15303,37,223,2013,5614,428,1
15304,65,2099,2009,18001,687,0
15305,40,1568,2009,16419,626,0
15306,47,697,2009,13965,533,1
15307,21,1311,2009,15676,598,1
15308,30,1025,2009,14945,570,0
15309,19,340,2009,12902,492,1
15310,32,671,2009,13880,529,1
15311,32,2266,2009,18838,719,0
15312,28,2397,2009,19587,747,0
15313,22,16,2009,10099,385,1
15314,42,196,2014,12624,481,1
15314,37,521,2009,13448,513,1
15314,38,387,2010,13509,515,1
15315,35,730,2009,14040,535,1
15316,44,1452,2009,16083,613,1
15317,44,1297,2009,15653,597,1
15318,52,547,2012,13484,514,0
15318,49,457,2009,13220,504,0
15319,32,435,2009,13168,502,1
15320,49,2637,2009,21590,824,0
15321,32,1346,2009,15755,601,1
15322,23,558,2009,13589,518,1
15323,22,1187,2009,15352,585,1
15324,39,528,2009,13480,514,1
15325,34,1408,2009,15912,607,1
15326,36,163,2009,12080,461,1
15326,41,287,2014,13035,497,1
15327,21,1462,2009,16137,615,1
15328,40,1217,2009,15420,588,1
15329,45,2010,2009,17709,675,0
15330,34,1218,2009,15431,588,1
15331,36,1596,2009,16500,629,0
15332,33,1789,2009,17024,649,0
15333,36,1611,2009,16544,631,0
15334,22,581,2009,13648,520,1
15334,23,322,2010,13177,502,1
15335,39,1143,2009,15226,581,1
15336,43,2040,2009,17805,679,1
15337,24,28,2009,10567,403,1
15338,27,103,2009,11494,438,1
15338,28,84,2010,11583,442,1
15339,40,569,2009,13614,519,1
15340,32,228,2009,12448,475,1
15341,32,1948,2009,17441,665,1
15342,29,1376,2009,15829,604,0
15343,44,575,2010,14041,535,1
15344,52,1177,2010,15751,601,1
15345,34,2742,2010,21922,836,0
15346,42,1378,2011,14992,572,1
15346,41,1278,2010,15988,610,1
15346,43,2142,2012,16653,635,1
15347,46,536,2010,13947,532,0
15348,31,502,2010,13847,528,1
15349,28,2118,2010,18221,695,0
15350,39,1158,2010,15691,598,1
15351,26,2111,2010,18198,694,0
15352,25,1564,2010,16675,636,0
15353,22,1878,2010,17535,669,0
15354,59,2556,2010,20283,774,0
15355,52,2328,2010,19156,731,0
15356,23,2332,2010,19163,731,1
15357,29,1287,2010,16008,611,0
15358,43,1297,2010,16021,611,0
15359,30,643,2010,14215,542,1
15360,46,2614,2010,20692,789,0
15361,27,283,2010,12994,495,1
15362,36,2010,2010,17891,682,1
15363,53,1110,2010,15553,593,0
15364,30,71,2010,11454,437,1
15365,40,180,2010,12477,476,1
15366,50,1216,2010,15814,603,1
15367,39,618,2010,14146,539,1
15367,43,681,2014,14289,545,1
15368,33,172,2010,12443,474,0
15369,30,2466,2010,19797,755,1
15370,47,1407,2010,16278,621,1
15371,39,545,2012,13470,514,1
15371,37,586,2010,14060,536,1
15372,56,2683,2010,21354,815,1
15373,53,2478,2010,19831,756,0
15374,42,1835,2010,17395,663,1
15374,43,1647,2011,15576,594,1
15375,36,1130,2011,14388,549,0
