,Id,Age,Rank,Year,Time,Pace,Sex,Temp,halfMarathonTime,yrsSinceLast,raceCount,prevRaceCount,nTime,nPace,nRank
17298,11568,30,2321,2008,19639,749,0,17.8,,0,1,0,0.881124192936,0.462251117432,0.462193823216
17299,11569,30,159,2008,12044,459,1,17.8,,0,1,0,0.0600075958982,0.153636733035,0.153354632588
17300,11570,40,1139,2008,15379,586,1,17.8,,0,1,0,0.432206608431,0.289150751727,0.288604898829
17301,11571,35,300,2008,12801,488,1,17.8,,0,1,0,0.113558678314,0.184396586753,0.184238551651
17302,11572,35,1715,2008,17119,653,1,17.8,,0,1,0,0.650968477022,0.359853718001,0.359957401491
17303,11573,20,1276,2008,15794,602,1,17.8,,0,1,0,0.484238511204,0.306013815522,0.305644302449
17304,11574,30,898,2008,14612,557,0,17.8,,0,1,0,0.340676034941,0.257984559122,0.257720979766
17305,11575,30,597,2008,13799,526,0,17.8,,0,1,0,0.226357766806,0.224949207639,0.22470713525
17306,11576,50,1909,2008,17686,675,0,17.8,,0,1,0,0.724648689708,0.382893132873,0.38338658147
17307,11577,25,987,2008,14939,570,1,17.8,,0,1,0,0.374477781998,0.271271840715,0.271565495208
17308,11578,50,375,2008,13113,500,1,17.8,,0,1,0,0.14204329662,0.197074360016,0.197018104366
17309,11579,45,136,2008,11828,451,1,17.8,,0,2,0,0.051272312951,0.144859813084,0.144834930777
17310,11579,50,1368,2014,16016,611,1,22.8,,6,2,1,0.386049138661,0.30633958325,0.306315789474
17311,11580,30,1758,2008,17250,658,1,17.8,,0,1,0,0.667299658185,0.365176757416,0.365282215122
17312,11581,50,1984,2010,17818,680,1,21.7,,2,2,1,0.688063844552,0.332573435982,0.333006856024
17313,11581,50,1470,2008,16264,620,1,17.8,,0,2,0,0.557918723889,0.325111743194,0.324813631523
17314,11582,55,2382,2008,20042,764,1,17.8,,0,1,0,0.904291682491,0.478626574563,0.478168264111
17315,11583,40,346,2008,13007,496,1,17.8,,0,2,0,0.131029244208,0.192767167818,0.192758253461
17316,11583,45,259,2011,12203,465,1,11.1,,3,2,1,0.0729431721798,0.172131481406,0.171824973319
17317,11584,45,984,2008,14927,569,1,17.8,,0,1,0,0.373338397265,0.270784234051,0.270500532481
17318,11585,50,861,2008,14500,553,1,17.8,,0,1,0,0.326623623243,0.253433563592,0.25346112886
17319,11586,25,72,2008,11212,427,1,17.8,,0,1,0,0.0269654386631,0.119829337668,0.119275825346
17320,11587,45,1190,2008,15533,592,1,17.8,,0,4,0,0.45157614888,0.295408370581,0.294994675186
17321,11587,45,810,2010,14710,561,1,21.7,,1,4,2,0.280707841777,0.216421257194,0.216454456415
17322,11587,50,1186,2011,14511,553,1,11.1,,1,4,3,0.335029686175,0.266139872103,0.265741728922
17323,11587,45,608,2009,13716,523,1,14.4,,1,4,1,0.219133574007,0.205416091611,0.205278592375
17324,11588,45,1836,2008,17482,667,1,17.8,,0,1,0,0.696923661223,0.374603819586,0.374866879659
17325,11589,35,1458,2008,16231,619,1,17.8,,0,1,0,0.55336118496,0.323770824868,0.323748668797
17326,11590,25,325,2008,12908,492,0,17.8,,0,1,0,0.123053551082,0.18874441284,0.188498402556
17327,11591,30,1531,2008,16466,628,0,17.8,,0,2,0,0.581086213445,0.333319788704,0.333333333333
17328,11591,30,1089,2009,15107,576,0,14.4,,1,2,1,0.392779783394,0.25730165243,0.257086999022
17329,11592,30,676,2008,13995,534,1,17.8,,0,1,0,0.256361564755,0.232913449817,0.233226837061
17330,11593,25,1616,2008,16759,639,0,17.8,,0,2,0,0.613368780858,0.345225518082,0.345047923323
17331,11593,30,1266,2010,15957,609,0,21.7,,2,2,1,0.43893129771,0.263024142313,0.26346718903
17332,11594,35,730,2008,14172,540,1,17.8,,0,1,0,0.276870489935,0.240105648111,0.239616613419
17333,11595,30,1600,2008,16708,637,0,17.8,,0,1,0,0.607292062286,0.34315318976,0.34291799787
17334,11596,55,1820,2015,17124,653,1,11.7,,7,2,1,0.660973837209,0.332133971292,0.331995987964
17335,11596,50,1712,2008,17109,653,1,17.8,,0,2,0,0.64982909229,0.359447379114,0.359957401491
17336,11597,35,2362,2008,19896,759,1,17.8,,0,1,0,0.896695784276,0.472694026818,0.472843450479
17337,11598,35,112,2008,11635,444,1,17.8,,0,1,0,0.042157235093,0.137017472572,0.137380191693
17338,11599,25,331,2008,12931,493,1,17.8,,0,1,0,0.125332320547,0.18967899228,0.189563365282
17339,11600,70,1849,2008,17511,668,0,17.8,,0,1,0,0.701860995063,0.375782202357,0.375931842386
17340,11601,35,2541,2008,21647,826,1,17.8,,0,1,0,0.9646790733,0.543843965868,0.544195953142
17341,11602,40,2097,2008,18436,703,1,17.8,,0,1,0,0.796050132928,0.41336854937,0.413205537806
17342,11603,35,1381,2008,16048,612,1,17.8,,0,1,0,0.524116976833,0.316334823243,0.316293929712
17343,11604,35,441,2008,13345,509,1,17.8,,0,1,0,0.167109760729,0.206501422186,0.206602768903
17344,11605,55,2212,2008,18985,724,1,17.8,,0,1,0,0.839726547664,0.435676554246,0.435569755059
17345,11606,40,2567,2008,22082,842,0,17.8,,0,1,0,0.97455374098,0.561519707436,0.561235356763
17346,11607,35,480,2008,13435,512,0,17.8,,0,1,0,0.181921762248,0.210158472166,0.209797657082
17347,11608,45,1429,2008,16153,616,1,17.8,,0,1,0,0.542347132548,0.320601381552,0.320553780618
17348,11609,40,2143,2008,18668,712,1,17.8,,0,1,0,0.813520698823,0.42279561154,0.422790202343
17349,11610,45,1977,2008,17916,683,0,17.8,,0,1,0,0.750474743638,0.392238927265,0.39190628328
17350,11611,45,2438,2008,20571,785,0,17.8,,0,1,0,0.925560197493,0.500121901666,0.500532481363
17351,11612,30,1397,2008,16084,613,0,17.8,,0,1,0,0.530193695404,0.317797643234,0.317358892439
17352,11613,30,795,2008,14308,546,1,17.8,,0,2,0,0.301557159134,0.245631856969,0.246006389776
17353,11613,35,3644,2013,15440,588,1,19.4,7397.0,5,2,1,0.959947299078,0.463950045062,0.462837837838
17354,11614,25,934,2008,14735,562,0,17.8,,0,1,0,0.354348651728,0.262982527428,0.263045793397
17355,11615,15,2166,2008,18762,716,0,17.8,,0,1,0,0.82225598177,0.426615197074,0.427050053248
17356,11616,40,514,2008,13565,517,1,17.8,,0,1,0,0.194834789214,0.215440877692,0.215122470714
17357,11617,35,2495,2008,21131,806,0,17.8,,0,1,0,0.947208507406,0.522876879317,0.522896698616
17358,11618,55,2622,2008,23669,903,0,17.8,,0,1,0,0.995442461071,0.626005688744,0.626198083067
17359,11619,40,2724,2010,21695,828,1,21.7,,2,2,1,0.944829979181,0.477464683459,0.477962781587
17360,11619,40,2385,2008,20081,766,1,17.8,,0,2,0,0.905431067224,0.480211296221,0.480298189563
17361,11620,35,921,2008,14690,560,1,17.8,,0,1,0,0.349411317888,0.261154002438,0.260915867945
17362,11621,50,419,2008,13264,506,1,17.8,,0,1,0,0.158754272693,0.203210077204,0.203407880724
17363,11622,30,2551,2008,21785,831,0,17.8,,0,1,0,0.968477022408,0.549451442503,0.549520766773
17364,11623,45,1603,2008,16718,638,0,17.8,,0,1,0,0.608431447019,0.343559528647,0.343982960596
17365,11624,25,2532,2008,21564,823,0,17.8,,0,1,0,0.961260919104,0.540471353108,0.541001064963
17366,11625,25,2074,2008,18322,699,1,17.8,,0,1,0,0.787314849981,0.408736286063,0.408945686901
17367,11626,35,2616,2008,23370,892,0,17.8,,0,1,0,0.993163691607,0.613856156034,0.614483493078
17368,11627,40,1795,2010,17276,659,0,21.7,,1,4,2,0.622484385843,0.312317811496,0.312438785504
17369,11627,40,1776,2009,16971,647,0,14.4,,1,4,1,0.640794223827,0.326830541982,0.326490713587
17370,11627,40,2106,2011,16528,630,0,11.1,,1,4,3,0.595137121855,0.348295385117,0.347918890075
17371,11627,40,2567,2008,22082,842,0,17.8,,0,4,0,0.97455374098,0.561519707436,0.561235356763
17372,11628,35,271,2008,12640,482,1,17.8,,0,1,0,0.102544625902,0.177854530679,0.177848775293
17373,11629,35,2129,2009,18130,691,1,14.4,,1,3,1,0.768231046931,0.370062292514,0.369501466276
17374,11629,40,3046,2012,18837,718,1,20.6,,3,3,2,0.778175313059,0.427083752161,0.426765015806
17375,11629,35,1917,2008,17727,676,1,17.8,,0,3,0,0.727687048994,0.384559122308,0.384451544196
17376,11630,25,41,2008,10752,410,1,17.8,,0,1,0,0.0151917964299,0.101137748883,0.101171458999
17377,11631,35,903,2008,14627,558,0,17.8,,0,1,0,0.342575009495,0.258594067452,0.258785942492
17378,11632,20,2589,2008,22573,861,1,17.8,,0,1,0,0.982909229016,0.58147094677,0.581469648562
17379,11633,30,1317,2008,15874,605,1,17.8,,0,1,0,0.499810102545,0.309264526615,0.308839190628
17380,11634,25,1085,2008,15232,581,0,17.8,,0,1,0,0.411697683251,0.283177570093,0.283280085197
17381,11635,35,875,2008,14535,554,1,17.8,,0,1,0,0.331940751994,0.254855749695,0.254526091587
17382,11636,15,177,2008,12182,464,1,17.8,,0,1,0,0.0668439042917,0.159244209671,0.158679446219
17383,11637,35,184,2009,12260,467,1,14.4,,1,2,1,0.0660649819495,0.151105971875,0.150537634409
17384,11637,35,292,2008,12755,486,1,17.8,,0,2,0,0.110520319028,0.182527427875,0.182108626198
17385,11638,25,1346,2008,15982,610,0,17.8,,0,1,0,0.510824154956,0.313652986591,0.31416400426
17386,11639,30,2122,2008,18556,708,0,17.8,,0,1,0,0.805545005697,0.41824461601,0.418530351438
17387,11640,55,1006,2008,14997,572,1,17.8,,0,1,0,0.381693885302,0.273628606258,0.27369542066
17388,11641,25,878,2008,14543,555,1,17.8,,0,1,0,0.333080136726,0.255180820805,0.255591054313
17389,11642,50,2364,2008,19907,759,0,17.8,,0,1,0,0.897455374098,0.473140999594,0.472843450479
17390,11643,30,1018,2008,15029,573,1,17.8,,0,3,0,0.386251424231,0.274928890695,0.274760383387
17391,11643,30,526,2012,13408,511,1,20.6,,3,3,2,0.134168157424,0.208797394556,0.208640674394
17392,11643,30,1099,2009,15131,577,1,14.4,,1,3,1,0.396389891697,0.258196874184,0.258064516129
17393,11644,50,1232,2008,15671,598,1,17.8,,0,2,0,0.467527535131,0.301015847217,0.301384451544
17394,11644,50,1224,2009,15446,589,1,14.4,,1,2,1,0.441516245487,0.269946659704,0.269794721408
17395,11645,40,396,2008,13183,503,1,17.8,,0,1,0,0.150018989746,0.199918732223,0.200212992545
17396,11646,40,1503,2008,16375,625,0,17.8,,0,1,0,0.570451955944,0.329622104835,0.330138445154
17397,11647,25,1287,2008,15817,603,0,17.8,,0,1,0,0.488416255222,0.306948394961,0.306709265176
17398,11648,40,2061,2008,18276,697,0,17.8,,0,2,0,0.782377516141,0.406867127184,0.406815761448
17399,11648,40,2035,2009,17779,678,0,14.4,,1,2,1,0.734296028881,0.356969674363,0.356793743891
17400,11649,25,1217,2008,15625,596,0,17.8,,0,1,0,0.46183061147,0.299146688338,0.299254526092
17401,11650,30,1578,2013,13933,531,1,19.4,6675.0,5,2,1,0.415546772069,0.366937041329,0.366554054054
17402,11650,25,1110,2008,15295,583,1,17.8,,0,2,0,0.42119255602,0.285737505079,0.28541001065
17403,11651,25,618,2008,13839,528,1,17.8,,0,1,0,0.234333459932,0.226574563186,0.226837060703
17404,11652,45,1759,2008,17255,658,0,17.8,,0,1,0,0.667679453095,0.365379926859,0.365282215122
17405,11653,50,2421,2008,20408,778,1,17.8,,0,1,0,0.919103684011,0.493498577814,0.493077742279
17406,11654,30,2427,2008,20470,781,0,17.8,,0,1,0,0.921382453475,0.496017878911,0.496272630458
17407,11655,45,1252,2009,15517,592,1,14.4,,1,5,1,0.451624548736,0.272595024059,0.272727272727
17408,11655,45,1637,2008,16845,642,1,17.8,,0,5,0,0.621344473984,0.348720032507,0.348242811502
17409,11655,50,2038,2011,16391,625,1,11.1,,1,5,3,0.575911789652,0.342715164352,0.342582710779
17410,11655,50,2824,2012,18210,695,1,20.6,,1,5,4,0.721441349348,0.401873668128,0.402528977871
17411,11655,45,1947,2010,17734,676,1,21.7,,1,5,2,0.675225537821,0.329434187906,0.329089128306
17412,11656,20,57,2008,10977,418,0,17.8,,0,1,0,0.0212685150019,0.110280373832,0.109691160809
17413,11657,40,265,2008,12618,481,0,17.8,,0,1,0,0.100265856438,0.176960585128,0.176783812567
17414,11658,45,2224,2008,19044,726,0,17.8,,0,1,0,0.844284086593,0.438073953677,0.437699680511
17415,11659,40,1033,2008,15093,576,0,17.8,,0,1,0,0.391948347892,0.277529459569,0.277955271565
17416,11660,45,944,2008,14775,563,1,17.8,,0,1,0,0.358146600836,0.264607882974,0.264110756124
17417,11661,25,6,2008,8517,325,1,17.8,,0,1,0,0.00189897455374,0.0103210077204,0.010649627263
17418,11662,35,283,2009,12616,481,1,14.4,,1,2,1,0.101805054152,0.164385094558,0.1642228739
17419,11662,35,477,2008,13430,512,1,17.8,,0,2,0,0.180782377516,0.209955302722,0.209797657082
17420,11663,15,1567,2008,16589,633,0,17.8,,0,2,0,0.594758830232,0.338317757009,0.338658146965
17421,11663,20,1492,2009,16214,618,0,14.4,,1,2,1,0.538267148014,0.298593755828,0.298142717498
17422,11664,35,2103,2008,18465,704,0,17.8,,0,4,0,0.798328902393,0.414546932141,0.414270500532
17423,11664,35,2168,2009,18321,699,0,14.4,,1,4,1,0.782310469314,0.377186765638,0.377321603128
17424,11664,40,1784,2012,15967,609,0,20.6,,2,4,3,0.455660618451,0.311688311688,0.311907270811
17425,11664,35,2200,2010,18604,710,0,21.7,,1,4,2,0.763011797363,0.361947828687,0.362389813908
17426,11665,30,1495,2008,16354,624,0,17.8,,0,1,0,0.567413596658,0.328768793174,0.329073482428
17427,11666,25,807,2008,14337,547,1,17.8,,0,1,0,0.306114698063,0.24681023974,0.247071352503
17428,11667,55,2086,2008,18391,701,1,17.8,,0,1,0,0.79187238891,0.41154002438,0.411075612354
17429,11668,20,43,2008,10777,411,1,17.8,,0,1,0,0.0159513862514,0.102153596099,0.102236421725
17430,11669,30,2236,2008,19142,730,0,17.8,,0,1,0,0.848841625522,0.442056074766,0.441959531416
17431,11670,35,2396,2008,20177,770,1,17.8,,0,1,0,0.909608811242,0.484112149533,0.484558040469
17432,11671,50,2604,2008,23029,878,0,17.8,,0,1,0,0.988606152678,0.6,0.599574014909
17433,11672,45,834,2008,14425,550,0,17.8,,0,1,0,0.316369160653,0.250386021942,0.250266240682
17434,11673,20,629,2008,13866,529,1,17.8,,0,1,0,0.23851120395,0.22767167818,0.227902023429
17435,11674,35,769,2008,14260,544,1,17.8,,0,1,0,0.291682491455,0.243681430313,0.243876464324
17436,11675,20,57,2008,10977,418,1,17.8,,0,1,0,0.0212685150019,0.110280373832,0.109691160809
17437,11676,30,2291,2008,19478,743,1,17.8,,0,1,0,0.869730345613,0.455709061357,0.455804046858
17438,11677,40,687,2008,14038,535,1,17.8,,0,1,0,0.260539308773,0.23466070703,0.234291799787
17439,11678,30,1823,2008,17442,665,1,17.8,,0,2,0,0.691986327383,0.372978464039,0.372736954207
17440,11678,35,1043,2013,13374,510,1,19.4,6407.0,5,2,1,0.274571805007,0.330951461311,0.331081081081
17441,11679,30,1089,2011,14298,545,0,11.1,,3,2,1,0.307605315239,0.257464054417,0.257203842049
17442,11679,30,2000,2008,18021,687,0,17.8,,0,2,0,0.759210026586,0.396505485575,0.396166134185
17443,11680,30,830,2008,14412,550,0,17.8,,0,1,0,0.31484998101,0.24985778139,0.250266240682
17444,11681,60,1891,2008,17626,672,1,17.8,,0,1,0,0.717812381314,0.380455099553,0.380191693291
17445,11682,30,1179,2008,15486,591,0,17.8,,0,1,0,0.447398404861,0.293498577814,0.29392971246
17446,11683,30,1994,2008,17986,686,1,17.8,,0,1,0,0.756931257121,0.395083299472,0.395101171459
17447,11684,35,634,2008,13883,529,1,17.8,,0,1,0,0.240410178504,0.228362454287,0.227902023429
17448,11685,25,646,2008,13918,531,1,17.8,,0,1,0,0.244967717433,0.22978464039,0.230031948882
17449,11686,30,910,2008,14655,559,1,17.8,,0,1,0,0.34523357387,0.259731816335,0.259850905218
17450,11687,35,1631,2008,16829,642,0,17.8,,0,1,0,0.61906570452,0.348069890289,0.348242811502
17451,11688,30,75,2008,11234,428,1,17.8,,0,1,0,0.0281048233954,0.120723283218,0.120340788072
17452,11689,35,838,2008,14440,551,0,17.8,,0,1,0,0.317888340296,0.250995530272,0.251331203408
17453,11690,35,190,2008,12254,467,1,17.8,,0,1,0,0.0717812381314,0.162169849655,0.161874334398
17454,11691,45,1831,2008,17463,666,1,17.8,,0,1,0,0.695024686669,0.373831775701,0.373801916933
17455,11692,20,1896,2008,17639,673,1,17.8,,0,1,0,0.719711355868,0.380983340106,0.381256656017
17456,11693,35,2324,2008,19651,750,1,17.8,,0,1,0,0.882263577668,0.462738724096,0.463258785942
17457,11694,25,2379,2008,19995,763,0,17.8,,0,1,0,0.903152297759,0.476716781796,0.477103301384
17458,11695,35,32,2008,10601,404,1,17.8,,0,1,0,0.0117736422332,0.0950020316944,0.0947816826411
17459,11696,40,1084,2008,15231,581,0,17.8,,0,1,0,0.41131788834,0.283136936205,0.283280085197
17460,11697,35,416,2008,13249,505,0,17.8,,0,1,0,0.157614887961,0.202600568874,0.202342917998
17461,11698,40,806,2008,14336,547,1,17.8,,0,1,0,0.305734903152,0.246769605851,0.247071352503
17462,11699,40,917,2008,14678,560,1,17.8,,0,1,0,0.347892138245,0.260666395774,0.260915867945
17463,11700,55,1332,2008,15943,608,1,17.8,,0,1,0,0.505507026206,0.312068264933,0.312034078807
17464,11701,25,1883,2008,17614,672,0,17.8,,0,1,0,0.714774022028,0.379967492889,0.380191693291
17465,11702,35,1389,2008,16067,613,1,17.8,,0,1,0,0.527155336118,0.317106867127,0.317358892439
17466,11703,60,1950,2008,17833,680,1,17.8,,0,1,0,0.740220281048,0.388866314506,0.388711395101
17467,11704,20,1616,2008,16759,639,0,17.8,,0,1,0,0.613368780858,0.345225518082,0.345047923323
17468,11705,30,627,2008,13864,529,1,17.8,,0,1,0,0.237751614128,0.227590410402,0.227902023429
17469,11706,35,1612,2008,16754,639,0,17.8,,0,1,0,0.611849601215,0.345022348639,0.345047923323
17470,11707,40,1853,2008,17520,668,0,17.8,,0,1,0,0.703380174706,0.376147907355,0.375931842386
17471,11708,20,526,2008,13620,519,1,17.8,,0,1,0,0.199392328143,0.217675741568,0.217252396166
17472,11709,45,507,2008,13522,516,1,17.8,,0,1,0,0.192176224839,0.213693620479,0.214057507987
17473,11710,45,2052,2008,18245,696,0,17.8,,0,1,0,0.778959361945,0.405607476636,0.405750798722
17474,11711,25,690,2008,14053,536,1,17.8,,0,1,0,0.261678693506,0.23527021536,0.235356762513
17475,11712,35,2347,2008,19761,754,1,17.8,,0,1,0,0.890998860615,0.467208451849,0.467518636848
17476,11713,30,1997,2008,17994,686,0,17.8,,0,1,0,0.758070641853,0.395408370581,0.395101171459
17477,11714,35,746,2010,14439,551,1,21.7,,2,2,1,0.258501040944,0.206293444951,0.20666013712
17478,11714,35,268,2008,12634,482,1,17.8,,0,2,0,0.10140524117,0.177610727347,0.177848775293
17479,11715,45,1647,2008,16901,645,1,17.8,,0,1,0,0.625142423092,0.350995530272,0.351437699681
17480,11716,20,1316,2008,15870,605,0,17.8,,0,1,0,0.499430307634,0.309101991061,0.308839190628
17481,11717,25,2014,2008,18071,689,0,17.8,,0,1,0,0.764527155336,0.398537180008,0.398296059638
17482,11718,35,1536,2008,16490,629,0,17.8,,0,1,0,0.582985187998,0.334295002032,0.33439829606
17483,11719,25,1292,2008,15826,604,0,17.8,,0,1,0,0.490315229776,0.307314099959,0.307774227902
17484,11720,70,2609,2008,23086,881,1,17.8,,0,1,0,0.990505127231,0.602316131654,0.602768903088
17485,11721,45,1868,2008,17575,670,1,17.8,,0,1,0,0.709077098367,0.378382771231,0.378061767838
17486,11722,50,298,2008,12787,488,1,17.8,,0,1,0,0.112799088492,0.183827712312,0.184238551651
17487,11723,40,820,2008,14373,548,1,17.8,,0,1,0,0.311052031903,0.248273059732,0.248136315229
17488,11724,30,1569,2008,16596,633,1,17.8,,0,2,0,0.595518420053,0.33860219423,0.338658146965
17489,11724,30,2063,2009,17909,683,1,14.4,,1,2,1,0.74440433213,0.361818792197,0.361681329423
17490,11725,30,2249,2008,19255,734,0,17.8,,0,1,0,0.853778959362,0.446647704185,0.446219382322
17491,11726,35,92,2008,11444,436,1,17.8,,0,2,0,0.0345613368781,0.129256399837,0.128860489883
17492,11726,40,112,2012,11561,441,1,20.6,,4,2,1,0.0283669818554,0.134534196454,0.13487881981
17493,11727,35,2390,2008,20147,768,1,17.8,,0,1,0,0.907330041777,0.482893132873,0.482428115016
17494,11728,45,2507,2008,21323,813,1,17.8,,0,1,0,0.951766046335,0.530678585941,0.5303514377
17495,11729,35,1091,2008,15250,582,1,17.8,,0,1,0,0.413976452716,0.283908980089,0.284345047923
17496,11730,35,506,2008,13521,516,1,17.8,,0,1,0,0.191796429928,0.213652986591,0.214057507987
17497,11731,35,1630,2008,16827,642,1,17.8,,0,1,0,0.618685909609,0.347988622511,0.348242811502
17498,11732,50,666,2008,13972,533,1,17.8,,0,1,0,0.252563615648,0.231978870378,0.232161874334
17499,11733,25,1753,2008,17236,657,1,17.8,,0,1,0,0.665400683631,0.364607882974,0.364217252396
17500,11734,25,920,2008,14685,560,1,17.8,,0,1,0,0.349031522978,0.260950832995,0.260915867945
17501,11735,35,1331,2008,15933,608,1,17.8,,0,1,0,0.505127231295,0.311661926046,0.312034078807
17502,11736,25,2534,2008,21584,823,1,17.8,,0,1,0,0.962020508925,0.541284030882,0.541001064963
17503,11737,45,1141,2008,15383,587,0,17.8,,0,1,0,0.432966198253,0.289313287282,0.289669861555
17504,11738,60,2601,2008,22994,877,0,17.8,,0,1,0,0.987466767945,0.598577813897,0.598509052183
17505,11739,20,805,2008,14327,546,0,17.8,,0,1,0,0.305355108242,0.246403900853,0.246006389776
17506,11740,20,344,2008,12995,496,0,17.8,,0,1,0,0.130269654387,0.192279561154,0.192758253461
17507,11741,50,2501,2008,21283,812,1,17.8,,0,1,0,0.94948727687,0.529053230394,0.529286474973
17508,11742,35,975,2008,14897,568,0,17.8,,0,1,0,0.369920243069,0.269565217391,0.269435569755
17509,11743,30,1996,2008,17988,686,0,17.8,,0,1,0,0.757690846943,0.395164567249,0.395101171459
17510,11744,30,2259,2008,19327,737,0,17.8,,0,1,0,0.857576908469,0.449573344169,0.449414270501
17511,11745,20,1836,2008,17482,667,0,17.8,,0,1,0,0.696923661223,0.374603819586,0.374866879659
17512,11746,30,1844,2008,17490,667,1,17.8,,0,2,0,0.699962020509,0.374928890695,0.374866879659
17513,11746,30,1129,2010,15600,595,1,21.7,,2,2,1,0.391394864677,0.249682337992,0.249755142018
17514,11747,25,1126,2008,15333,585,0,17.8,,0,1,0,0.427269274592,0.287281592848,0.287539936102
17515,11748,35,1627,2008,16811,641,0,17.8,,0,1,0,0.617546524877,0.347338480293,0.347177848775
17516,11749,30,950,2008,14798,564,1,17.8,,0,1,0,0.3604253703,0.265542462414,0.26517571885
17517,11750,35,1493,2008,16342,623,1,17.8,,0,1,0,0.566654006836,0.32828118651,0.328008519702
17518,11751,35,2203,2008,18935,722,0,17.8,,0,1,0,0.836308393468,0.433644859813,0.433439829606
17519,11752,45,449,2009,13198,503,1,14.4,,1,2,1,0.161732851986,0.18609422209,0.185728250244
17520,11752,45,598,2008,13800,526,1,17.8,,0,2,0,0.226737561717,0.224989841528,0.22470713525
17521,11753,60,3492,2011,23198,885,1,11.1,,3,2,1,0.986994628216,0.619974746446,0.620064034152
17522,11753,55,2400,2008,20241,772,1,17.8,,0,2,0,0.911127990885,0.486712718407,0.486687965921
17523,11754,35,1062,2010,15429,588,0,21.7,,1,3,2,0.368147120056,0.243291725839,0.242899118511
17524,11754,35,1250,2009,15513,592,0,14.4,,1,3,1,0.450902527076,0.272445820433,0.272727272727
17525,11754,30,1448,2008,16203,618,0,17.8,,0,3,0,0.549563235853,0.322633075985,0.32268370607
17526,11755,45,2134,2008,18630,711,0,17.8,,0,1,0,0.810102544626,0.421251523771,0.421725239617
17527,11756,35,1866,2008,17562,670,0,17.8,,0,1,0,0.708317508545,0.377854530679,0.378061767838
17528,11757,25,1954,2008,17853,681,1,17.8,,0,1,0,0.741739460691,0.38967899228,0.389776357827
17529,11758,20,22,2008,10249,391,1,17.8,,0,1,0,0.00797569312571,0.080698902885,0.0809371671991
17530,11759,50,2000,2008,18021,687,0,17.8,,0,2,0,0.759210026586,0.396505485575,0.396166134185
17531,11759,50,2167,2009,18315,699,0,14.4,,1,2,1,0.781949458484,0.3769629602,0.377321603128
17532,11760,35,2581,2008,22389,854,1,17.8,,0,1,0,0.97987086973,0.573994311256,0.574014909478
17533,11761,35,2515,2008,21407,817,0,17.8,,0,1,0,0.954804405621,0.534091832588,0.534611288605
17534,11762,30,2595,2008,22782,869,0,17.8,,0,1,0,0.985187998481,0.5899634295,0.589989350373
17535,11763,25,948,2008,14789,564,0,17.8,,0,1,0,0.359665780479,0.265176757416,0.26517571885
17536,11764,45,642,2008,13910,530,0,17.8,,0,1,0,0.24344853779,0.229459569281,0.228966986155
17537,11765,45,3026,2012,18761,716,1,20.6,,1,5,4,0.773064145157,0.4240279844,0.424657534247
17538,11765,40,931,2008,14719,561,1,17.8,,0,5,0,0.353209266996,0.262332385209,0.261980830671
17539,11765,40,552,2009,13572,518,1,14.4,,1,5,1,0.198916967509,0.200044761088,0.200391006843
17540,11765,45,1515,2011,15245,581,1,11.1,,1,5,3,0.428046366978,0.296036821311,0.295624332978
17541,11765,45,1464,2010,16424,626,1,21.7,,1,5,2,0.507633587786,0.280476866731,0.280117531832
17542,11766,35,2449,2008,20691,789,1,17.8,,0,1,0,0.929737941512,0.504997968306,0.504792332268
17543,11767,35,1621,2008,16782,640,1,17.8,,0,2,0,0.615267755412,0.346160097521,0.346112886049
17544,11767,40,2939,2012,18523,706,1,20.6,,4,2,1,0.750830564784,0.414458606409,0.414120126449
17545,11768,45,819,2008,14371,548,1,17.8,,0,2,0,0.310672236992,0.248191791954,0.248136315229
17546,11768,45,818,2009,14269,544,1,14.4,,1,2,1,0.294945848375,0.226043492857,0.225806451613
17547,11769,40,2398,2010,19445,742,1,21.7,,2,2,1,0.831714087439,0.393377681441,0.393731635651
17548,11769,35,2335,2008,19697,751,1,17.8,,0,2,0,0.886441321686,0.464607882974,0.464323748669
17549,11770,55,2096,2008,18430,703,1,17.8,,0,1,0,0.795670338017,0.413124746038,0.413205537806
17550,11771,25,1279,2008,15800,603,0,17.8,,0,1,0,0.485377895936,0.306257618854,0.306709265176
17551,11772,25,1394,2008,16079,613,0,17.8,,0,1,0,0.529054310672,0.317594473791,0.317358892439
17552,11773,45,2101,2008,18445,704,1,17.8,,0,1,0,0.797569312571,0.413734254368,0.414270500532
17553,11774,40,835,2008,14431,550,1,17.8,,0,1,0,0.316748955564,0.250629825274,0.250266240682
17554,11775,50,1820,2008,17421,664,1,17.8,,0,1,0,0.690846942651,0.372125152377,0.37167199148
17555,11776,45,1449,2008,16208,618,1,17.8,,0,2,0,0.549943030763,0.322836245429,0.32268370607
17556,11776,30,2555,2013,14745,562,1,19.4,7064.0,5,2,1,0.672990777339,0.419209475988,0.418918918919
17557,11777,35,1851,2008,17515,668,1,17.8,,0,1,0,0.702620584884,0.375944737911,0.375931842386
17558,11778,70,891,2008,14589,556,1,17.8,,0,1,0,0.338017470566,0.257049979683,0.256656017039
17559,11779,30,2160,2008,18744,715,1,17.8,,0,1,0,0.819977212305,0.425883787078,0.425985090522
17560,11780,50,2631,2008,24082,919,1,17.8,,0,1,0,0.998860615268,0.642787484762,0.643237486688
